player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards,goals_per90,assists_per90,expectedGoals_per90,expectedAssists_per90,keyPasses_per90,successfulDribbles_per90,tacklesWon_per90,interceptions_per90,ballRecovery_per90,aerialDuelsWon_per90,dribbledPast_per90,saves_per90,goalsPrevented_per90,finishing,creative_efficiency,defensive_efficiency,impact_score,cluster,pca1,pca2,xg_difference,offensive_overperformance,defensive_overperformance,midfield_overperformance,goalkeeper_overperformance,true_overperformance,rating_norm,goals_per90_norm,assists_per90_norm,keyPasses_per90_norm,expectedGoals_per90_norm,expectedAssists_per90_norm,true_overperformance_norm
Timothy Castagne,Fulham,D,9,25.0,112,23,54.76190476,194,256,450,84.90566038,19,44.18604651,24,23,0,38,1,1,3,0,50,1,4,46,0,1,0.67282634,1.1143,14,0,0.0,0,0,24,22,2,0,0,0.0,31,58.49056604,0,0,0,80,23,10,0,13,1249,0,0,0,0,0,0.0,0,0,0,0,131,2,0,6.6,0,0,0,0,0,0,0,0.0,0.0,0,9,0,2,4,1,25.0,26,16,61.53846154,10,4,36,50,52.08333333,42,241,289,530,9,1,831,4,3,0.0,0.0,0.08029383506805446,0.04848228230584468,0.7205764611689351,0.07205764611689351,1.1529223378702962,1.657325860688551,2.7381905524419534,1.3690952762209767,0.28823058446757405,0.0,0.0,-1.1143,-0.67282634,85,0.13007119350856997,1,-1.5362175134313403,1.2054333641092398,-1.1143,-1.585278438,1.1313050440352281,13.684719027096076,0.0,3.862171017495156,0.3027522935779814,0.0,0.0,0.1931842503705935,0.10267867879586519,0.10591472277984353,0.5938812655329351
Joshua King,Fulham,M,0,0.0,87,2,40.0,147,83,230,79.58477509,3,15.78947368,16,25,2,51,0,3,5,0,12,17,6,64,1,0,0.5129454,2.3101,11,0,4.166666667,1,3,16,15,1,1,0,0.0,62,56.36363636,0,0,0,59,2,12,0,14,1147,2,0,0,0,0,0.0,0,0,0,0,144,4,0,6.588,0,1,0,0,0,0,0,1147.0,0.0,0,17,7,9,10,15,46.875,24,12,50.0,12,32,11,65,50.3875969,5,191,98,289,24,0,507,23,3,0.07846556233653008,0.15693112467306017,0.18126329555361814,0.04024854925893635,0.941586748038361,1.176983435047951,0.941586748038361,0.15693112467306017,4.001743679163034,0.23539668700959024,0.4707933740191805,0.0,0.0,-1.3100999999999998,1.4870546,20,0.22630125416854155,0,1.0181273711042367,-0.3393622800741243,-1.3100999999999998,-0.2691617799999999,0.35309503051438534,13.277769682418917,0.0,5.274062167070444,0.29394495412844,0.09582309582309582,0.26558413251961643,0.25243640318696214,0.23179706992267976,0.08770487212734177,0.733709398022307
Rodrigo Muniz,Fulham,F,0,0.0,17,2,28.57142857,27,4,31,44.28571429,42,46.66666667,48,14,1,10,1,4,5,0,18,6,0,69,0,0,0.06003637,1.9389,11,0,4.761904762,1,2,9,9,0,1,0,0.0,18,46.15384615,0,0,0,39,2,6,1,5,580,3,1,0,0,0,0.0,0,0,0,0,79,3,0,6.571428571,0,0,0,0,0,0,0,580.0,0.0,0,19,2,12,4,4,40.0,4,1,25.0,6,10,1,60,46.51162791,7,62,8,70,21,0,200,10,1,0.15517241379310345,0.15517241379310345,0.3008637931034483,0.009315988448275862,0.9310344827586207,0.6206896551724138,0.15517241379310345,0.3103448275862069,1.5517241379310345,6.517241379310345,0.0,0.0,0.0,-0.9389000000000001,0.93996363,21,0.2603460554066808,2,0.9399748413038824,-1.4696209084651015,-0.9389000000000001,-0.2809254590000001,1.4508620689655174,7.358979244060345,0.0,1.0382389992556034,0.28178243743119236,0.18949843260188087,0.2626077586206897,0.2496073745305565,0.38474058123131494,0.01929394485382992,0.31421017296594866
Ryan Sessegnon,Fulham,D,6,13.04347826,126,20,37.73584906,242,237,479,76.39553429,19,44.18604651,24,24,1,66,3,1,5,3,62,17,12,96,0,1,1.7595031,1.165,31,0,15.38461538,2,3,29,25,4,2,0,0.0,53,42.4,0,0,0,148,21,12,2,18,1639,3,0,0,0,2,0.0,0,0,0,0,304,3,0,6.534782609,0,0,0,0,0,0,0,819.5,0.0,0,11,2,5,3,7,31.81818182,43,25,58.13953488,12,22,46,72,42.85714286,53,322,305,627,13,0,1136,3,0,0.10982306284319707,0.05491153142159853,0.0639719341061623,0.09661700976205004,0.6589383770591825,0.3843807199511898,1.3727882855399633,1.1531421598535694,3.624161073825503,1.043319097010372,0.6589383770591825,0.0,0.0,0.835,-0.7595031000000001,96,0.1632607740960743,1,-0.6738149116525787,0.8132151617728794,0.835,0.30334783,0.936241610738255,12.620153096367602,0.75,3.7622854150348535,0.25488631853210997,0.13411725553275278,0.0929301403294692,0.17665927666592163,0.08180645087471035,0.21237022639925,0.5839889893055494
Issa Diop,Fulham,D,0,0.0,21,12,33.33333333,82,211,293,87.20238095,14,70.0,6,10,0,14,0,0,0,0,33,0,3,15,0,1,0.03717088,0.0194,7,0,0.0,0,0,11,10,1,0,0,0.0,10,52.63157895,0,0,0,43,4,0,0,6,606,0,0,0,0,0,0.0,0,0,0,0,54,1,0,6.533333333,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,1,100.0,6,4,66.66666667,0,1,1,24,61.53846154,36,110,226,336,1,0,415,3,2,0.0,0.0,0.002881188118811881,0.005520427722772277,0.0,0.1485148514851485,0.594059405940594,0.594059405940594,2.0792079207920793,2.0792079207920793,0.44554455445544555,0.0,0.0,-0.0194,-0.03717088,38,0.07651523138770451,1,-1.5896490147871762,-0.9706982755701528,-0.0194,-0.045419616,0.7351485148514851,13.601539229628713,0.0,3.8346609739180697,0.25382262972477054,0.0,0.0,0.0,0.0036844247027334872,0.010899624372444622,0.5911567792867806
Jan Paul van Hecke,Brighton &amp; Hove Albion,D,9,47.36842105,260,107,48.1981982,666,1066,1732,87.16658279,86,56.95364238,65,29,2,85,2,2,7,6,154,3,16,105,1,0,1.2089526,2.1632,22,0,15.78947368,3,5,35,28,7,3,0,0.0,77,65.81196581,1,0,1,255,32,10,0,29,2581,3,1,0,0,1,0.0,0,0,0,0,286,3,0,7.313793103,0,2,0,0,0,0,0,860.3333333,0.0,0,14,5,3,9,3,60.0,43,24,55.81395349,10,5,19,163,60.82089552,222,864,1123,1987,19,5,2404,34,7,0.10461061604029447,0.06974041069352964,0.07543122820612165,0.042156425416505224,0.3487020534676482,0.10461061604029447,0.8368849283223557,1.1158465710964742,2.9639674544750094,2.9988376598217745,0.5579232855482371,0.0,0.0,0.8368000000000002,0.7910474000000001,194,0.32720320225900734,1,-1.014130299462467,-0.005533763018692496,0.8368000000000002,1.3905331800000003,1.1437427353738863,13.948564107186556,1.5,4.38196664502097,0.8266371398165138,0.12775175231587477,0.11802595893064705,0.09348590806387885,0.09646044239373307,0.09192436038313885,0.645359774973935
Pascal Groß,Brighton &amp; Hove Albion,M,24,33.33333333,142,24,52.17391304,252,264,516,83.76623377,8,40.0,12,12,1,47,2,1,4,2,19,3,8,40,0,1,2.26388549,0.7924,10,0,9.090909091,1,2,8,7,1,1,0,0.0,36,56.25,0,0,0,100,8,21,0,11,1006,4,0,0,0,0,0.0,0,0,0,0,173,10,0,7.108333333,0,1,0,0,0,0,0,1006.0,0.0,0,5,6,3,4,6,42.85714286,19,11,57.89473684,21,14,72,44,52.38095238,46,329,287,616,11,0,822,11,2,0.08946322067594432,0.08946322067594432,0.07089065606361829,0.20253448717693834,1.878727634194831,0.536779324055666,0.9840954274353877,0.7157057654075546,4.204771371769383,0.7157057654075546,0.7157057654075546,0.0,0.0,0.2076,-1.2638854899999998,30,0.3449640357019634,0,0.8134565611301836,0.4244619452940642,0.2076,-0.6771198429999998,0.5949304174950298,14.324316202204772,0.5,5.577864627180915,0.6758409783486234,0.10925356949213806,0.15140407554671967,0.5036808849871071,0.09065401966931838,0.4466189486041879,0.7637967958048503
Bart Verbruggen,Brighton &amp; Hove Albion,G,0,0.0,39,159,35.33333333,78,879,957,76.37669593,9,90.0,1,31,0,275,0,0,0,7,26,0,0,3,2,2,0.10016064,0.0,2,0,0.0,0,0,37,30,7,0,0,1.0935,5,71.42857143,0,16,0,296,0,1,0,31,2790,0,1,0,0,1,0.0,6,0,1,0,301,0,12,7.077419355,0,0,61,23,87,0,15,0.0,0.0,0,0,0,0,0,1,100.0,1,1,100.0,1,1,0,14,82.35294118,450,328,925,1253,0,2,1512,3,3,0.0,0.0,0.0,0.003230988387096774,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,8.870967741935484,0.2903225806451613,0.0,2.8064516129032255,0.035274193548387095,0.0,-0.10016064,27,0.1972427886825343,0,-1.9668657365310607,-2.0229819797529123,0.0,-0.070112448,0.06935483870967743,13.68634439466129,2.884926612903226,2.884926612903226,0.6531518201834858,0.0,0.0,0.008648284183257035,0.0,0.005836265122988746,0.4970988328922303
Lewis Dunk,Brighton &amp; Hove Albion,D,1,20.0,164,75,48.38709677,544,1498,2042,92.14801444,68,61.26126126,43,29,0,121,1,0,5,6,132,4,19,79,1,2,0.5215836,1.1728,14,0,0.0,0,0,35,28,7,0,0,0.0,45,55.55555556,0,0,0,174,29,6,0,28,2565,1,0,0,0,1,0.0,0,0,0,1,198,2,0,6.951724138,0,0,0,0,0,0,0,0.0,0.0,2,16,3,12,2,4,100.0,33,21,63.63636364,6,4,5,113,58.85416667,155,652,1564,2216,19,1,2552,8,10,0.0,0.0,0.04115087719298246,0.01830117894736842,0.2105263157894737,0.14035087719298245,0.736842105263158,1.0175438596491229,4.245614035087719,2.3859649122807016,0.6666666666666667,0.0,0.0,-1.1728,-0.5215836,163,0.1819980689687683,1,-1.7861016609751281,-0.1295680468139112,-1.1728,-1.53790852,0.9403508771929824,14.961865180035087,1.5,4.073990543324562,0.5608984499082572,0.0,0.0,0.05644143361704592,0.05262318953734241,0.03916573036601511,0.6148590361850279
Olivier Boscagli,Brighton &amp; Hove Albion,D,3,27.27272727,49,18,48.64864865,139,225,364,87.08133971,11,55.0,9,8,1,34,0,0,0,1,23,1,1,18,0,0,0.30799734,0.0382,7,0,0.0,0,1,5,5,0,0,0,0.0,17,65.38461538,0,0,0,54,7,2,0,5,459,0,0,0,0,0,0.0,0,0,0,0,71,1,0,6.925,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,2,100.0,10,4,40.0,2,2,11,28,60.86956522,37,173,245,418,1,0,509,5,2,0.0,0.19607843137254904,0.007490196078431372,0.06039163529411765,0.3921568627450981,0.3921568627450981,0.7843137254901962,1.3725490196078431,6.666666666666666,2.156862745098039,0.19607843137254904,0.0,0.0,-0.0382,0.69200266,33,0.2454806602900716,1,-0.8247415458186109,0.9581814722238495,-0.0382,0.44620186199999995,1.0882352941176472,14.881220433950979,0.25,4.4401765642583335,0.5412844036697244,0.0,0.3318355119825709,0.1051360037964581,0.009578362231713726,0.1322536310306773,0.6511246558585316
Yankuba Minteh,Brighton &amp; Hove Albion,M,25,24.50980392,149,10,41.66666667,236,79,315,66.73728814,14,35.8974359,25,27,4,79,8,3,12,1,13,27,17,138,0,1,3.95487343,3.1502,22,0,5.714285714,2,6,27,22,5,2,0,0.0,114,50.22026432,0,0,0,157,13,37,1,20,1837,10,0,2,0,0,0.0,0,0,0,1,389,14,0,6.848148148,0,1,0,0,0,0,0,918.5,0.0,0,29,6,13,10,56,54.36893204,39,27,69.23076923,35,103,102,128,48.12030075,24,368,104,472,35,0,989,19,2,0.09798584648884051,0.19597169297768102,0.15433750680457267,0.19376081039738707,1.8127381600435493,2.743603701687534,1.3228089275993467,0.6369080021774632,3.8704409363092,0.6859009254218835,0.8328796951551443,0.0,0.0,-1.1502,0.045126569999999866,36,0.3343450335621547,0,2.997463919157505,1.2937935337531286,-1.1502,-1.118611401,0.6663037561241153,11.66110201369189,0.25,4.350256996301579,0.48487937467889886,0.1196615034394022,0.3316548720740338,0.4859893174946237,0.19736473259634224,0.4272149500875075,0.6422193763931661
Joël Veltman,Brighton &amp; Hove Albion,D,2,16.66666667,69,11,31.42857143,134,131,265,79.10447761,18,64.28571429,10,19,0,34,0,0,1,1,39,2,7,30,0,0,0.13175198,0.952,9,0,33.33333333,1,1,12,11,1,1,0,0.0,50,71.42857143,0,0,0,70,17,4,1,8,859,2,0,0,0,0,0.0,0,0,0,0,124,4,0,6.823529412,0,0,0,0,0,0,0,859.0,0.0,0,3,0,1,1,2,50.0,29,17,58.62068966,4,4,12,68,69.3877551,35,181,154,335,3,0,602,19,4,0.10477299185098952,0.0,0.09974388824214203,0.013804049126891734,0.4190919674039581,0.20954598370197905,1.7811408614668218,1.7811408614668218,3.5622817229336436,1.8859138533178115,0.7334109429569267,0.0,0.0,0.04800000000000004,-0.13175198,66,0.20163938268284165,1,-1.5881460243318042,1.8199813077773737,0.04800000000000004,-0.04422638599999995,1.4249126891734576,12.90637527310652,0.25,4.074907473880704,0.4668105776146785,0.1279500476240872,0.0,0.11235721942392145,0.12755114578828067,0.02921980888310499,0.6149498453719304
Ferdi Kad?o?lu,Brighton &amp; Hove Albion,D,21,22.10526316,299,38,45.23809524,520,392,912,85.23364486,24,46.15384615,28,30,0,110,0,2,6,7,63,16,28,93,0,0,2.42653624,1.5519,15,0,0.0,0,0,32,27,5,0,0,0.0,94,59.11949686,0,0,2,158,19,17,0,27,2504,6,0,1,0,0,0.0,0,0,0,0,325,8,0,6.82,0,0,0,0,0,0,0,0.0,0.0,0,9,12,6,9,11,55.0,51,35,68.62745098,16,20,95,118,55.92417062,84,624,446,1070,21,1,1633,33,6,0.0,0.0,0.05577915335463259,0.08721575942492013,0.6110223642172524,0.3953674121405751,1.2579872204472844,0.6829073482428115,3.953674121405751,0.8626198083067093,1.0063897763578273,0.0,0.0,-1.5519,-2.42653624,89,0.17097099029855192,1,-1.0726342383978753,0.2529252880115701,-1.5519,-3.250475368,0.6667332268370608,14.009127026683705,1.75,3.414750387573163,0.4642201834862387,0.0,0.0,0.1638131464903679,0.07132963279125136,0.19157827654969792,0.5495704904862682
Yasin Ayari,Brighton &amp; Hove Albion,M,5,21.73913043,129,38,60.31746032,325,428,753,86.55172414,8,34.7826087,15,24,2,112,2,0,10,5,21,17,23,102,0,4,1.10845911,2.6179,20,0,7.5,3,5,21,15,6,2,1,0.0,81,48.21428571,0,0,1,117,23,14,0,18,1739,0,0,1,0,0,0.0,0,0,0,0,215,13,0,6.808333333,0,3,0,0,0,0,0,579.6666667,0.0,2,15,25,20,10,14,33.33333333,43,22,51.1627907,13,42,23,89,46.59685864,63,402,468,870,40,1,1194,24,1,0.15526164462334674,0.10350776308223117,0.13548648648648648,0.05736706147211041,0.7245543415756183,0.7245543415756183,1.138585393904543,1.1903392754456585,5.796434732604946,0.4140310523289247,1.1903392754456585,0.0,0.0,0.3820999999999999,0.8915408899999999,43,0.2655970370047556,1,-0.2098340418404905,0.7691797595971722,0.3820999999999999,1.0061786229999998,0.6598619896492237,14.69980308907073,1.25,6.414365082758137,0.45565749211009177,0.1896074023733598,0.1751725129384704,0.1942507074169177,0.17325830078156404,0.12556443704388667,0.846640502676344
Kaoru Mitoma,Brighton &amp; Hove Albion,M,8,22.22222222,178,10,66.66666667,272,101,373,80.91106291,13,43.33333333,17,20,1,47,3,7,4,1,13,22,12,103,0,2,2.4957071,3.2703,24,0,8.695652174,2,3,16,12,4,1,1,0.0,51,37.22627737,1,0,2,88,9,27,0,16,1426,4,0,1,0,0,0.0,0,0,0,0,205,6,0,6.775,0,1,0,0,0,0,0,713.0,0.0,0,18,5,8,11,23,43.39622642,12,7,58.33333333,26,53,36,64,38.32335329,15,336,125,461,23,0,741,16,3,0.12622720897615708,0.06311360448807854,0.20640042075736326,0.15751307082748947,1.7040673211781205,1.4516129032258065,0.44179523141654975,0.5680224403927069,2.9663394109396912,0.820476858345021,0.7573632538569425,0.0,0.0,-1.2703000000000002,-1.4957071000000002,17,0.2841800102101985,0,1.4759209636099648,-0.4631768983375385,-1.2703000000000002,-2.3172949700000003,0.37552594670406736,13.514046119354136,0.25,4.553805649082468,0.431192660550459,0.1541501976284585,0.10681100981767182,0.45685501228944775,0.26394208830994675,0.347048891715423,0.6623780323898703
Maxim De Cuyper,Brighton &amp; Hove Albion,D,22,36.06557377,105,10,30.3030303,207,246,453,83.11926606,8,33.33333333,16,24,0,57,6,1,3,0,22,4,12,54,0,1,2.19376041,1.7056,15,0,18.18181818,2,2,18,12,6,2,0,0.0,41,51.89873418,1,0,1,92,10,20,0,14,1183,1,0,1,0,1,0.0,0,0,0,0,164,8,0,6.773913043,0,1,0,0,0,0,0,591.5,0.0,3,5,6,2,6,4,33.33333333,19,10,52.63157895,19,12,61,49,47.57281553,33,273,272,545,11,1,795,18,2,0.1521555367709214,0.0,0.12975824175824174,0.16689639636517328,1.521555367709214,0.3043110735418428,0.760777683854607,0.760777683854607,4.33643279797126,0.6086221470836856,0.9129332206255283,0.0,0.0,0.2944,-2.19376041,30,0.25335394544162854,0,-0.0012034051942433537,-0.2556967869212463,0.2944,-1.2412322869999999,0.47928994082840226,14.126266586282334,0.0,3.632955768017625,0.4303948939449542,0.18581418581418582,0.0,0.40792413983579257,0.16593309829226913,0.3678011988028124,0.5711806910005642
Diego Gómez,Brighton &amp; Hove Albion,M,5,26.31578947,150,17,48.57142857,307,230,537,78.50877193,49,56.97674419,37,28,1,95,4,6,9,0,27,26,28,153,0,2,1.57617349,5.3338,44,0,14.28571429,5,6,25,23,2,5,0,0.0,100,46.2962963,0,0,1,147,15,21,1,23,1944,1,0,0,0,1,0.0,0,0,0,0,267,17,0,6.771428571,0,4,0,0,0,0,0,388.8,0.0,2,21,14,12,14,18,47.36842105,74,48,64.86486486,21,38,19,149,49.33774834,35,418,266,684,35,1,1092,9,9,0.23148148148148148,0.0462962962962963,0.24693518518518517,0.07297099490740741,0.9722222222222222,0.8333333333333333,2.2222222222222223,0.6944444444444444,4.398148148148148,2.2685185185185186,1.2962962962962963,0.0,0.0,-0.3338000000000001,-0.57617349,62,0.2855886280433709,1,0.3160815413369616,1.2069621838031321,-0.3338000000000001,-0.737121443,1.2453703703703705,13.234373353041665,0.0,5.247974838090741,0.42857142825688044,0.28268799102132436,0.07835005144032924,0.260649676078719,0.31577740111102,0.160074336239007,0.7311258118202367
Danny Welbeck,Brighton &amp; Hove Albion,F,0,0.0,124,5,55.55555556,191,132,323,79.16666667,17,36.17021277,30,30,0,41,3,8,7,1,21,17,12,92,1,1,1.28737527,10.3551,23,1,27.90697674,12,12,22,17,5,10,2,0.0,36,36.73469388,2,0,1,85,8,18,3,20,1826,4,0,0,3,0,33.33333333,0,1,0,0,163,10,0,6.716666667,0,7,0,0,0,0,0,152.1666667,50.0,2,33,10,16,20,8,40.0,20,11,55.0,18,20,2,53,36.55172414,9,264,144,408,43,1,642,8,5,0.5914567360350492,0.0,0.5103828039430449,0.06345223127053669,0.887185104052574,0.39430449069003287,0.5421686746987953,0.39430449069003287,2.0208105147864184,0.8378970427163198,0.5914567360350492,0.0,0.0,1.6448999999999998,-1.28737527,28,0.3980320878137748,2,0.9453422811785998,-2.210197750200432,1.6448999999999998,0.7437373109999998,0.38691128148959475,12.70658047343264,0.25,2.502481182413855,0.3883792051376149,0.7222941352185601,0.0,0.2378514959929728,0.6526706806890441,0.13902249216823453,0.45922294540578423
James Milner,Brighton &amp; Hove Albion,M,6,42.85714286,95,18,40.0,204,178,382,86.42533937,6,37.5,10,19,1,38,1,0,2,2,18,3,7,32,1,0,0.62365316,1.0195,11,0,12.5,1,2,14,11,3,1,0,0.0,18,45.0,0,0,0,60,6,8,0,6,743,1,0,0,1,0,100.0,0,1,0,0,80,2,0,6.711111111,0,1,0,0,0,0,0,743.0,0.0,0,5,3,4,2,1,50.0,14,9,64.28571429,8,2,14,24,42.85714286,45,253,189,442,8,0,543,3,2,0.12113055181695828,0.12113055181695828,0.12349259757738898,0.07554345141318977,0.9690444145356663,0.12113055181695828,1.0901749663526246,0.7267833109017496,4.602960969044414,0.7267833109017496,0.847913862718708,0.0,0.0,-0.019500000000000073,0.37634683999999996,26,0.24803309649357436,1,-0.1202537428679307,0.18639029834190207,-0.019500000000000073,0.24394278799999985,0.6177658142664872,14.472592555701883,0.5,6.010167300334051,0.3843017328440368,0.14792609812798238,0.20499663526244954,0.2597977159761737,0.15792067659451758,0.16576362061505837,0.8066103480219242
Mats Wieffer,Brighton &amp; Hove Albion,D,2,22.22222222,171,36,53.73134328,340,304,644,84.29319372,39,50.0,39,21,3,91,4,2,5,4,66,19,32,127,0,1,1.79489258,1.6736,26,0,0.0,0,3,20,16,4,0,0,0.0,82,48.23529412,0,0,1,120,24,19,0,18,1581,2,0,0,0,0,0.0,0,0,0,0,201,10,0,6.680952381,0,0,0,0,0,0,0,0.0,0.0,0,11,5,7,4,7,38.88888889,58,36,62.06896552,19,18,9,121,48.79032258,67,417,347,764,16,1,1238,18,7,0.0,0.17077798861480076,0.09527134724857685,0.10217604819734345,1.081593927893738,0.3984819734345351,2.049335863377609,1.366223908918406,5.180265654648956,2.22011385199241,1.821631878557875,0.0,0.0,-1.6736,1.20510742,94,0.22213262510858953,1,-0.21695645839002423,2.544826170459172,-1.6736,-0.830024806,1.2979127134724857,14.343147358474384,1.0,4.240030746802088,0.3621668851376141,0.0,0.28901802656546494,0.28997188143861824,0.12183172038419593,0.22466468130828066,0.6313030032552951
Charalampos Kostoulas,Brighton &amp; Hove Albion,F,0,0.0,33,1,25.0,50,21,71,73.19587629,15,44.11764706,19,16,1,22,2,2,3,0,4,10,3,52,0,0,0.24313162,1.7236,6,0,13.33333333,2,3,7,6,1,2,0,0.0,26,44.06779661,1,0,0,26,1,6,0,2,319,2,0,0,0,0,0.0,0,0,0,0,76,5,0,6.68,0,1,0,0,0,0,0,159.5,0.0,0,14,1,6,6,8,34.7826087,11,7,63.63636364,6,23,5,41,44.08602151,4,68,29,97,15,0,217,7,2,0.5642633228840125,0.28213166144200624,0.48628213166144196,0.06859512789968653,1.6927899686520378,2.25705329153605,1.974921630094044,0.28213166144200624,6.206896551724138,4.231974921630094,0.8463949843260189,0.0,0.0,0.2764,0.75686838,9,0.5064652446926916,0,4.049491779517042,0.7687084437426567,0.2764,0.8062078659999999,1.4952978056426334,13.140730852434169,0.0,2.7252953079293887,0.3614678899082566,0.689085209461385,0.4774686520376175,0.45383159005555734,0.6218510643901127,0.15039660145797382,0.48128957786003645
Georginio Rutter,Brighton &amp; Hove Albion,M,2,13.33333333,132,15,60.0,189,80,269,69.32989691,17,39.53488372,26,25,2,53,6,2,11,2,25,53,13,148,0,0,2.22185193,2.3688,27,0,5.714285714,2,4,17,12,5,2,0,0.0,84,40.77669903,0,0,0,119,9,21,1,19,1626,10,1,0,0,0,0.0,0,0,0,1,315,17,0,6.636,0,1,0,0,0,0,0,813.0,0.0,0,22,13,12,12,25,45.45454545,27,16,59.25925926,21,55,15,101,40.562249,25,281,107,388,35,0,820,32,2,0.11070110701107011,0.11070110701107011,0.13111439114391144,0.12298073413284133,1.1623616236162362,1.3837638376383763,0.8856088560885609,0.49815498154981547,2.9335793357933584,0.940959409594096,0.7195571955719556,0.0,0.0,-0.3687999999999998,-0.22185193000000014,37,0.23352947553972905,0,1.1617315975835274,-0.09819479919711203,-0.3687999999999998,-0.5240963509999998,0.5396678966789668,11.570451122247231,0.5,4.526475487834686,0.3291743119266055,0.13518953371351894,0.18734624846248463,0.31162544298710315,0.16766732392805256,0.2706766447274584,0.6596713609803495
Brajan Gruda,Brighton &amp; Hove Albion,M,3,21.42857143,90,7,53.84615385,154,40,194,78.22580645,8,72.72727273,3,18,1,40,1,2,4,0,2,17,5,69,1,0,0.88002119,1.7211,11,0,6.25,1,2,11,10,1,1,0,0.0,48,42.10526316,0,0,0,54,2,16,0,8,740,2,0,0,0,0,0.0,0,0,0,0,148,3,0,6.633333333,0,1,0,0,0,0,0,740.0,0.0,1,8,8,6,6,20,37.73584906,14,5,35.71428571,16,53,14,56,44.8,13,198,50,248,16,0,442,14,2,0.12162162162162163,0.12162162162162163,0.209322972972973,0.10702960418918919,1.945945945945946,2.4324324324324325,0.6081081081081081,0.24324324324324326,4.864864864864865,0.972972972972973,0.6081081081081081,0.0,0.0,-0.7211000000000001,0.11997880999999999,4,0.28148535358769167,0,2.6753943318065683,-0.1729296675313811,-0.7211000000000001,-0.637114833,0.3891891891891892,13.657925665844592,0.0,5.2861621709756745,0.32721712513761503,0.14852579852579853,0.20582770270270273,0.5217018999197217,0.267679408864587,0.23539888039410756,0.7349077346998131
Jack Hinshelwood,Brighton &amp; Hove Albion,M,0,0.0,99,9,37.5,200,198,398,82.40165631,9,36.0,16,20,3,47,2,3,7,1,20,7,9,62,0,2,1.56727369,2.1903,27,0,4.347826087,1,4,17,14,3,0,1,0.0,24,34.28571429,0,0,0,85,4,11,0,13,1179,2,1,0,0,0,0.0,0,0,0,0,126,5,0,6.563157895,0,1,0,0,0,0,0,1179.0,0.0,0,17,6,9,7,2,28.57142857,14,11,78.57142857,11,7,4,33,34.73684211,24,261,222,483,23,0,635,8,0,0.07633587786259542,0.22900763358778628,0.16719847328244278,0.11963921297709923,0.8396946564885497,0.15267175572519084,0.8396946564885497,0.3053435114503817,3.587786259541985,0.6870229007633587,0.6870229007633587,0.0,0.0,-1.1903000000000001,1.43272631,26,0.2386809976036155,0,0.49683549666621646,-0.38076603618613986,-1.1903000000000001,-0.18739158300000014,0.41984732824427473,13.580997944400764,0.25,5.441412010209161,0.2757122165137611,0.09322229932916956,0.3875636132315522,0.2251194585107366,0.2138111639427384,0.26328648514230074,0.7502830666408227
